
Proc ID  MPI_Rank   File #     File Pos 	 # of Bytes 	 Time(s)     I/O Op
26502      0      0      42991616       1048576         0.450559  MPI_READ
26502      0      0      44040192       1048576         0.460289  MPI_READ
26502      0      0      45088768       1048576         0.470300  MPI_READ
26502      0      0      46137344       1048576         0.480162  MPI_READ
26502      0      0      47185920       1048576         0.489915  MPI_READ
26502      0      0      48234496       1048576         0.499642  MPI_READ
26502      0      0      49283072       1048576         0.509426  MPI_READ
26502      0      0      50331648       1048576         0.519248  MPI_READ
26502      0      0      51380224       1048576         0.535398  MPI_READ
26502      0      0      52428800       1048576         0.551232  MPI_READ
26502      0      0      53477376       1048576         0.561117  MPI_READ
26502      0      0      54525952       1048576         0.572353  MPI_READ
26502      0      0      55574528       1048576         0.582109  MPI_READ
26502      0      0      56623104       1048576         0.592315  MPI_READ
26502      0      0      57671680       1048576         0.601976  MPI_READ
26502      0      0      58720256       1048576         0.611696  MPI_READ
26502      0      0      59768832       1048576         0.621436  MPI_READ
26502      0      0      60817408       1048576         0.631175  MPI_READ
26502      0      0      61865984       1048576         0.641048  MPI_READ
26502      0      0      62914560       1048576         0.650902  MPI_READ
26502      0      0      63963136       1048576         0.660664  MPI_READ
26502      0      0      65011712       1048576         0.670405  MPI_READ
26502      0      0      66060288       1048576         0.680253  MPI_READ
26502      0      0      67108864       1048576         0.690025  MPI_READ
26502      0      0      68157440       1048576         0.699771  MPI_READ
26502      0      0      69206016       1048576         0.709492  MPI_READ
26502      0      0      70254592       1048576         0.719364  MPI_READ
26502      0      0      71303168       1048576         0.729218  MPI_READ
26502      0      0      72351744       1048576         0.738991  MPI_READ
26502      0      0      73400320       1048576         0.748730  MPI_READ
26502      0      0      74448896       1048576         0.758580  MPI_READ
26502      0      0      75497472       1048576         0.768353  MPI_READ
26502      0      0      76546048       1048576         0.778199  MPI_READ
26502      0      0      77594624       1048576         0.787940  MPI_READ
26502      0      0      78643200       1048576         0.797809  MPI_READ
26502      0      0      79691776       1048576         0.807583  MPI_READ
26502      0      0      80740352       1048576         0.817316  MPI_READ
26502      0      0      81788928       1048576         0.827060  MPI_READ
26502      0      0      82837504       1048576         0.836909  MPI_READ
26502      0      0      83886080       1048576         0.847038  MPI_READ
26502      0      0      84934656       1048576         0.856777  MPI_READ
26502      0      0      85983232       1048576         0.866503  MPI_READ
26502      0      0      87031808       1048576         0.876382  MPI_READ
26502      0      0      88080384       1048576         0.886269  MPI_READ
26502      0      0      89128960       1048576         0.897149  MPI_READ
26502      0      0      90177536       1048576         0.906853  MPI_READ
26502      0      0      91226112       1048576         0.917463  MPI_READ
26502      0      0      92274688       1048576         0.927228  MPI_READ
26502      0      0      93323264       1048576         0.936967  MPI_READ
26502      0      0      94371840       1048576         0.946706  MPI_READ
26502      0      0      95420416       1048576         0.956687  MPI_READ
26502      0      0      96468992       1048576         0.966553  MPI_READ
26502      0      0      97517568       1048576         0.976336  MPI_READ
26502      0      0      98566144       1048576         0.986058  MPI_READ
26502      0      0      99614720       1048576         0.995908  MPI_READ
26502      0      0     100663296       1048576         1.005687  MPI_READ
26502      0      0     101711872       1048576         1.015534  MPI_READ
26502      0      0     102760448       1048576         1.025269  MPI_READ
26502      0      0     103809024       1048576         1.035145  MPI_READ
26502      0      0     104857600       1048576         1.046129  MPI_READ
26502      0      0     105906176       1048576         1.055901  MPI_READ
26502      0      0     106954752       1048576         1.065612  MPI_READ
26502      0      0     108003328       1048576         1.075379  MPI_READ
26502      0      0     109051904       1048576         1.085105  MPI_READ
26502      0      0     110100480       1048576         1.094863  MPI_READ
26502      0      0     111149056       1048576         1.105968  MPI_READ
26502      0      0     112197632       1048576         1.115832  MPI_READ
26502      0      0     113246208       1048576         1.125702  MPI_READ
26502      0      0     114294784       1048576         1.135456  MPI_READ
26502      0      0     115343360       1048576         1.145185  MPI_READ
26502      0      0     116391936       1048576         1.154966  MPI_READ
26502      0      0     117440512       1048576         1.165677  MPI_READ
26502      0      0     118489088       1048576         1.175424  MPI_READ
26502      0      0     119537664       1048576         1.185154  MPI_READ
26502      0      0     120586240       1048576         1.195054  MPI_READ
26502      0      0     121634816       1048576         1.204894  MPI_READ
26502      0      0     122683392       1048576         1.214668  MPI_READ
26502      0      0     123731968       1048576         1.224380  MPI_READ
26502      0      0     124780544       1048576         1.234134  MPI_READ
26502      0      0     125829120       1048576         1.243901  MPI_READ
26502      0      0     126877696       1048576         1.253631  MPI_READ
26502      0      0     127926272       1048576         1.263344  MPI_READ
26502      0      0     128974848       1048576         1.273215  MPI_READ
26502      0      0     130023424       1048576         1.283099  MPI_READ
26502      0      0     131072000       1048576         1.292851  MPI_READ
26502      0      0     132120576       1048576         1.302567  MPI_READ
26502      0      0     133169152       1048576         1.312329  MPI_READ
26502      0      0     134217728       1048576         1.321965  MPI_READ
26502      0      0     135266304       1048576         1.358167  MPI_READ
26502      0      0     136314880       1048576         1.394041  MPI_READ
26502      0      0     137363456       1048576         1.429517  MPI_READ
26502      0      0     138412032       1048576         1.469119  MPI_READ
26502      0      0     139460608       1048576         1.505818  MPI_READ
26502      0      0     140509184       1048576         1.546404  MPI_READ
26502      0      0     141557760       1048576         1.590010  MPI_READ
26502      0      0     142606336       1048576         1.625724  MPI_READ
26502      0      0     143654912       1048576         1.652956  MPI_READ
26502      0      0     144703488       1048576         1.695551  MPI_READ
26502      0      0     145752064       1048576         1.721150  MPI_READ
26502      0      0     146800640       1048576         1.755153  MPI_READ
26502      0      0     147849216       1048576         1.780768  MPI_READ
26502      0      0     148897792       1048576         1.814838  MPI_READ
26502      0      0     149946368       1048576         1.837458  MPI_READ
26502      0      0     150994944       1048576         1.870667  MPI_READ
26502      0      0     152043520       1048576         1.890442  MPI_READ
26502      0      0     153092096       1048576         1.928788  MPI_READ
26502      0      0     154140672       1048576         1.950899  MPI_READ
26502      0      0     155189248       1048576         1.989626  MPI_READ
26502      0      0     156237824       1048576         2.010693  MPI_READ
26502      0      0     157286400       1048576         2.049321  MPI_READ
26502      0      0     158334976       1048576         2.067028  MPI_READ
26502      0      0     159383552       1048576         2.100140  MPI_READ
26502      0      0     160432128       1048576         2.121751  MPI_READ
26502      0      0     161480704       1048576         2.153618  MPI_READ
26502      0      0     162529280       1048576         2.180611  MPI_READ
26502      0      0     163577856       1048576         2.213064  MPI_READ
26502      0      0     164626432       1048576         2.233078  MPI_READ
26502      0      0     165675008       1048576         2.272777  MPI_READ
26502      0      0     166723584       1048576         2.296399  MPI_READ
26502      0      0     167772160       1048576         2.329516  MPI_READ
26502      0      0     168820736       1048576         2.352006  MPI_READ
26502      0      0     169869312       1048576         2.390962  MPI_READ
26502      0      0     170917888       1048576         2.421898  MPI_READ
26502      0      0     171966464       1048576         2.454895  MPI_READ
26502      0      0     173015040       1048576         2.474874  MPI_READ
26502      0      0     174063616       1048576         2.506265  MPI_READ
26502      0      0     175112192       1048576         2.525953  MPI_READ
26502      0      0     176160768       1048576         2.559056  MPI_READ
26502      0      0     177209344       1048576         2.583317  MPI_READ
26502      0      0     178257920       1048576         2.623156  MPI_READ
26502      0      0     179306496       1048576         2.649623  MPI_READ
26502      0      0     180355072       1048576         2.691985  MPI_READ
26502      0      0     181403648       1048576         2.717599  MPI_READ
26502      0      0     182452224       1048576         2.759948  MPI_READ
26502      0      0     183500800       1048576         2.786044  MPI_READ
26502      0      0     184549376       1048576         2.838377  MPI_READ
26502      0      0     185597952       1048576         2.860485  MPI_READ
26502      0      0     186646528       1048576         2.891461  MPI_READ
26502      0      0     187695104       1048576         2.911586  MPI_READ
26502      0      0     188743680       1048576         2.948696  MPI_READ
26502      0      0     189792256       1048576         2.966054  MPI_READ
26502      0      0     190840832       1048576         3.008398  MPI_READ
26502      0      0     191889408       1048576         3.025264  MPI_READ
26502      0      0     192937984       1048576         3.066724  MPI_READ
26502      0      0     193986560       1048576         3.102067  MPI_READ
26502      0      0     195035136       1048576         3.129280  MPI_READ
26502      0      0     196083712       1048576         3.150797  MPI_READ
26502      0      0     197132288       1048576         3.182652  MPI_READ
26502      0      0     198180864       1048576         3.202113  MPI_READ
26502      0      0     199229440       1048576         3.241865  MPI_READ
26502      0      0     200278016       1048576         3.263085  MPI_READ
26502      0      0     201326592       1048576         3.296182  MPI_READ
26502      0      0     202375168       1048576         3.314573  MPI_READ
26502      0      0     203423744       1048576         3.351902  MPI_READ
26502      0      0     204472320       1048576         3.371118  MPI_READ
26502      0      0     205520896       1048576         3.410969  MPI_READ
26502      0      0     206569472       1048576         3.433848  MPI_READ
26502      0      0     207618048       1048576         3.453960  MPI_READ
26502      0      0     208666624       1048576         3.475923  MPI_READ
26502      0      0     209715200       1048576         3.517380  MPI_READ
26502      0      0     210763776       1048576         3.537536  MPI_READ
26502      0      0     211812352       1048576         3.570228  MPI_READ
26502      0      0     212860928       1048576         3.591582  MPI_READ
26502      0      0     213909504       1048576         4.222668  MPI_READ
26502      0      0     214958080       1048576         4.252295  MPI_READ
26502      0      0     216006656       1048576         4.279619  MPI_READ
26502      0      0     217055232       1048576         4.303214  MPI_READ
26502      0      0     218103808       1048576         4.337455  MPI_READ
26502      0      0     219152384       1048576         4.363303  MPI_READ
26502      0      0     220200960       1048576         4.395261  MPI_READ
26502      0      0     221249536       1048576         4.412407  MPI_READ
26502      0      0     222298112       1048576         4.426539  MPI_READ
26502      0      0     223346688       1048576         4.436271  MPI_READ
26502      0      0     224395264       1048576         4.446007  MPI_READ
26502      0      0     225443840       1048576         4.466124  MPI_READ
26502      0      0     226492416       1048576         4.515963  MPI_READ
26502      0      0     227540992       1048576         4.539938  MPI_READ
26502      0      0     228589568       1048576         4.582548  MPI_READ
26502      0      0     229638144       1048576         4.592397  MPI_READ
26502      0      0     230686720       1048576         4.602142  MPI_READ
26502      0      0     231735296       1048576         4.612003  MPI_READ
26502      0      0     232783872       1048576         4.622982  MPI_READ
26502      0      0     233832448       1048576         4.659730  MPI_READ
26502      0      0     234881024       1048576         4.707061  MPI_READ
26502      0      0     235929600       1048576         4.728673  MPI_READ
26502      0      0     236978176       1048576         4.764893  MPI_READ
26502      0      0     238026752       1048576         4.774652  MPI_READ
26502      0      0     239075328       1048576         4.784518  MPI_READ
26502      0      0     240123904       1048576         4.794358  MPI_READ
26502      0      0     241172480       1048576         4.812386  MPI_READ
26502      0      0     242221056       1048576         4.833582  MPI_READ
26502      0      0     243269632       1048576         4.878438  MPI_READ
26502      0      0     244318208       1048576         4.900580  MPI_READ
26502      0      0     245366784       1048576         4.934895  MPI_READ
26502      0      0     246415360       1048576         4.944651  MPI_READ
26502      0      0     247463936       1048576         4.959533  MPI_READ
26502      0      0     248512512       1048576         4.969370  MPI_READ
26502      0      0     249561088       1048576         4.979145  MPI_READ
26502      0      0     250609664       1048576         5.018841  MPI_READ
26502      0      0     251658240       1048576         5.054558  MPI_READ
26502      0      0     252706816       1048576         5.082929  MPI_READ
26502      0      0     253755392       1048576         5.128265  MPI_READ
26502      0      0     254803968       1048576         5.147612  MPI_READ
26502      0      0     255852544       1048576         5.160846  MPI_READ
26502      0      0     256901120       1048576         5.170619  MPI_READ
26502      0      0     257949696       1048576         5.188727  MPI_READ
26502      0      0     258998272       1048576         5.240041  MPI_READ
26502      0      0     260046848       1048576         5.292299  MPI_READ
26502      0      0     261095424       1048576         5.320618  MPI_READ
26502      0      0             0             0         5.361216  MPI_CLOSE
31257      0      0             0             0         0.027156  MPI_OPEN
31257      0      0             0             0         0.033532  MPI_SEEK
31257      0      0             0       2097152         0.033538  MPI_READ
31257      0      0       2097152       2097152         0.058350  MPI_READ
31257      0      0       4194304       2097152         0.083160  MPI_READ
31257      0      0       6291456       2097152         0.103249  MPI_READ
31257      0      0       8388608       2097152         0.122908  MPI_READ
31257      0      0      10485760       2097152         0.144212  MPI_READ
31257      0      0      12582912       2097152         0.164365  MPI_READ
31257      0      0      14680064       2097152         0.184030  MPI_READ
31257      0      0      16777216       2097152         0.202922  MPI_READ
31257      0      0      18874368       2097152         0.222344  MPI_READ
31257      0      0      20971520       2097152         0.244929  MPI_READ
31257      0      0      23068672       2097152         0.264492  MPI_READ
31257      0      0      25165824       2097152         0.283765  MPI_READ
31257      0      0      27262976       2097152         0.505181  MPI_READ
31257      0      0      29360128       2097152         0.524640  MPI_READ
31257      0      0      31457280       2097152         0.543512  MPI_READ
31257      0      0      33554432       2097152         0.562864  MPI_READ
31257      0      0      35651584       2097152         0.585290  MPI_READ
31257      0      0      37748736       2097152         0.607690  MPI_READ
31257      0      0      39845888       2097152         0.632241  MPI_READ
31257      0      0      41943040       2097152         0.653465  MPI_READ
31257      0      0      44040192       2097152         0.672282  MPI_READ
31257      0      0      46137344       2097152         0.691727  MPI_READ
31257      0      0      48234496       2097152         0.710540  MPI_READ
31257      0      0      50331648       2097152         0.731571  MPI_READ
31257      0      0      52428800       2097152         0.755641  MPI_READ
31257      0      0      54525952       2097152         0.775792  MPI_READ
31257      0      0      56623104       2097152         0.799377  MPI_READ
31257      0      0      58720256       2097152         0.818268  MPI_READ
31257      0      0      60817408       2097152         0.837322  MPI_READ
31257      0      0      62914560       2097152         0.856574  MPI_READ
31257      0      0      65011712       2097152         0.877358  MPI_READ
31257      0      0      67108864       2097152         0.898418  MPI_READ
31257      0      0      69206016       2097152         0.918493  MPI_READ
31257      0      0      71303168       2097152         0.938657  MPI_READ
31257      0      0      73400320       2097152         0.959243  MPI_READ
31257      0      0      75497472       2097152         0.978394  MPI_READ
31257      0      0      77594624       2097152         0.997942  MPI_READ
31257      0      0      79691776       2097152         1.017684  MPI_READ
31257      0      0      81788928       2097152         1.037574  MPI_READ
31257      0      0      83886080       2097152         1.059523  MPI_READ
31257      0      0      85983232       2097152         1.080358  MPI_READ
31257      0      0      88080384       2097152         1.099283  MPI_READ
31257      0      0      90177536       2097152         1.121836  MPI_READ
31257      0      0      92274688       2097152         1.145093  MPI_READ
31257      0      0      94371840       2097152         1.170671  MPI_READ
31257      0      0      96468992       2097152         1.194813  MPI_READ
31257      0      0      98566144       2097152         1.217232  MPI_READ
31257      0      0     100663296       2097152         1.236772  MPI_READ
31257      0      0     102760448       2097152         1.257478  MPI_READ
31257      0      0     104857600       2097152         1.277092  MPI_READ
31257      0      0     106954752       2097152         1.297988  MPI_READ
31257      0      0     109051904       2097152         1.317573  MPI_READ
31257      0      0     111149056       2097152         1.336466  MPI_READ
31257      0      0     113246208       2097152         1.357110  MPI_READ
31257      0      0     115343360       2097152         1.376025  MPI_READ
31257      0      0     117440512       2097152         1.394968  MPI_READ
31257      0      0     119537664       2097152         1.413873  MPI_READ
31257      0      0     121634816       2097152         1.433643  MPI_READ
31257      0      0     123731968       2097152         1.452450  MPI_READ
31257      0      0     125829120       2097152         1.471242  MPI_READ
31257      0      0     127926272       2097152         1.490100  MPI_READ
31257      0      0     130023424       2097152         1.508977  MPI_READ
31257      0      0     132120576       2097152         1.530409  MPI_READ
31257      0      0     134217728       2097152         1.549212  MPI_READ
31257      0      0     136314880       2097152         1.568068  MPI_READ
31257      0      0     138412032       2097152         1.587214  MPI_READ
31257      0      0     140509184       2097152         1.606050  MPI_READ
31257      0      0     142606336       2097152         1.625490  MPI_READ
31257      0      0     144703488       2097152         1.644338  MPI_READ
31257      0      0     146800640       2097152         1.663665  MPI_READ
31257      0      0     148897792       2097152         1.682507  MPI_READ
31257      0      0     150994944       2097152         1.701742  MPI_READ
31257      0      0     153092096       2097152         1.720717  MPI_READ
31257      0      0     155189248       2097152         1.740904  MPI_READ
31257      0      0     157286400       2097152         1.761939  MPI_READ
31257      0      0     159383552       2097152         1.780759  MPI_READ
31257      0      0     161480704       2097152         1.799637  MPI_READ
31257      0      0     163577856       2097152         1.818620  MPI_READ
31257      0      0     165675008       2097152         1.839631  MPI_READ
31257      0      0     167772160       2097152         1.858507  MPI_READ
31257      0      0     169869312       2097152         1.877353  MPI_READ
31257      0      0     171966464       2097152         1.898284  MPI_READ
31257      0      0     174063616       2097152         1.917269  MPI_READ
31257      0      0     176160768       2097152         1.936162  MPI_READ
31257      0      0     178257920       2097152         1.955582  MPI_READ
31257      0      0     180355072       2097152         1.974445  MPI_READ
31257      0      0     182452224       2097152         1.993458  MPI_READ
31257      0      0     184549376       2097152         2.013546  MPI_READ
31257      0      0     186646528       2097152         2.032407  MPI_READ
31257      0      0     188743680       2097152         2.051789  MPI_READ
31257      0      0     190840832       2097152         2.070623  MPI_READ
31257      0      0     192937984       2097152         2.089502  MPI_READ
31257      0      0     195035136       2097152         2.108293  MPI_READ
31257      0      0     197132288       2097152         2.127151  MPI_READ
31257      0      0     199229440       2097152         2.146590  MPI_READ
31257      0      0     201326592       2097152         2.165564  MPI_READ
31257      0      0     203423744       2097152         2.185214  MPI_READ
31257      0      0     205520896       2097152         2.204125  MPI_READ
31257      0      0     207618048       2097152         2.224586  MPI_READ
31257      0      0     209715200       2097152         2.243481  MPI_READ
31257      0      0     211812352       2097152         2.262867  MPI_READ
31257      0      0     213909504       2097152         2.282037  MPI_READ
31257      0      0     216006656       2097152         2.300918  MPI_READ
31257      0      0     218103808       2097152         2.319729  MPI_READ
31257      0      0     220200960       2097152         2.338514  MPI_READ
31257      0      0     222298112       2097152         2.357682  MPI_READ
31257      0      0     224395264       2097152         2.376611  MPI_READ
31257      0      0     226492416       2097152         2.395561  MPI_READ
31257      0      0     228589568       2097152         2.414573  MPI_READ
31257      0      0     230686720       2097152         2.433452  MPI_READ
31257      0      0     232783872       2097152         2.452367  MPI_READ
31257      0      0     234881024       2097152         2.471944  MPI_READ
31257      0      0     236978176       2097152         2.490650  MPI_READ
31257      0      0     239075328       2097152         2.509600  MPI_READ
31257      0      0     241172480       2097152         2.528456  MPI_READ
31257      0      0     243269632       2097152         2.547422  MPI_READ
31257      0      0     245366784       2097152         2.566553  MPI_READ
31257      0      0     247463936       2097152         2.585502  MPI_READ
31257      0      0     249561088       2097152         2.604637  MPI_READ
31257      0      0     251658240       2097152         2.623531  MPI_READ
31257      0      0     253755392       2097152         2.642326  MPI_READ
31257      0      0     255852544       2097152         2.661304  MPI_READ
31257      0      0     257949696       2097152         2.680894  MPI_READ
31257      0      0     260046848       2097152         2.699940  MPI_READ
31257      0      0             0             0         2.718662  MPI_CLOSE

End of trace 
